# Tetrahedron method
       -4.2506477805        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -3.9791769993        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -3.7077062182        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -3.4362354371        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -3.1647646560        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -2.8932938748        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -2.6218230937        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -2.3503523126        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -2.0788815315        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.8074107503        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.5359399692        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.2644691881        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.9929984070        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.7215276259        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4500568447        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.1785860636        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.0928847175        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.3643554986        0.0197288385        0.0197288385        0.0220565152        0.0220565152        0.0220575635        0.0220575635        0.0220565152        0.0220565152
        0.6358262798        0.0271596956        0.0271596956        0.0304685261        0.0304685261        0.0304675080        0.0304675080        0.0304685261        0.0304685261
        0.9072970609        0.0351373757        0.0351373757        0.0397839453        0.0397839453        0.0397820405        0.0397820405        0.0397839453        0.0397839453
        1.1787678420        0.0390764386        0.0390764386        0.0450079724        0.0450079724        0.0450031514        0.0450031514        0.0450079724        0.0450079724
        1.4502386231        0.0368237628        0.0368237628        0.0435330488        0.0435330488        0.0435572789        0.0435572789        0.0435330488        0.0435330488
        1.7217094042        0.0350690051        0.0350690051        0.0430586744        0.0430586744        0.0429990079        0.0429990079        0.0430586744        0.0430586744
        1.9931801854        0.0381522538        0.0381522538        0.0486578643        0.0486578643        0.0486796049        0.0486796049        0.0486578643        0.0486578643
        2.2646509665        0.0347812702        0.0347812702        0.0479706260        0.0479706260        0.0480222222        0.0480222222        0.0479706260        0.0479706260
        2.5361217476        0.0395889111        0.0395889111        0.0620064038        0.0620064038        0.0612309426        0.0612309426        0.0620064038        0.0620064038
        2.8075925287        0.0414470973        0.0414470973        0.0758195143        0.0758195143        0.0755743511        0.0755743511        0.0758195143        0.0758195143
        3.0790633099        0.0185231942        0.0185231942        0.0405660581        0.0405660581        0.0385462068        0.0385462068        0.0405660581        0.0405660581
        3.3505340910        0.0107680131        0.0107680131        0.0254882015        0.0254882015        0.0275909062        0.0275909062        0.0254882015        0.0254882015
        3.6220048721        0.0066780701        0.0066780701        0.0070454242        0.0070454242        0.0077683789        0.0077683789        0.0070454242        0.0070454242
        3.8934756532        0.0402852933        0.0402852933        0.0378165980        0.0378165980        0.0429751127        0.0429751127        0.0378165980        0.0378165980
        4.1649464344        0.0459718086        0.0459718086        0.0477426741        0.0477426741        0.0468529112        0.0468529112        0.0477426741        0.0477426741
        4.4364172155        0.0550976156        0.0550976156        0.0610529423        0.0610529423        0.0572437538        0.0572437538        0.0610529423        0.0610529423
        4.7078879966        0.0506094721        0.0506094721        0.0666254760        0.0666254760        0.0549895266        0.0549895266        0.0666254760        0.0666254760
        4.9793587777        0.0358902856        0.0358902856        0.0508951049        0.0508951049        0.0550008673        0.0550008673        0.0508951049        0.0508951049
        5.2508295588        0.0400402708        0.0400402708        0.0573742071        0.0573742071        0.0630013728        0.0630013728        0.0573742071        0.0573742071
        5.5223003400        0.0469299262        0.0469299262        0.0695923959        0.0695923959        0.0746272708        0.0746272708        0.0695923959        0.0695923959
        5.7937711211        0.0466268877        0.0466268877        0.0753744948        0.0753744948        0.0793416388        0.0793416388        0.0753744948        0.0753744948
        6.0652419022        0.0456460243        0.0456460243        0.0754721919        0.0754721919        0.0757160375        0.0757160375        0.0754721919        0.0754721919
        6.3367126833        0.0227079338        0.0227079338        0.0360342868        0.0360342868        0.0327776830        0.0327776830        0.0360342868        0.0360342868
        6.6081834645        0.0236608330        0.0236608330        0.0430158182        0.0430158182        0.0449093265        0.0449093265        0.0430158182        0.0430158182
        6.8796542456        0.0281200943        0.0281200943        0.0684639174        0.0684639174        0.0753208686        0.0753208686        0.0684639174        0.0684639174
        7.1511250267        0.0285667659        0.0285667659        0.1146211325        0.1146211325        0.0988044903        0.0988044903        0.1146211325        0.1146211325
        7.4225958078        0.0480089394        0.0480089394        0.2146570289        0.2146570289        0.2200660061        0.2200660061        0.2146570289        0.2146570289
        7.6940665889        0.0165332964        0.0165332964        0.0794803045        0.0794803045        0.0408592052        0.0408592052        0.0794803045        0.0794803045
        7.9655373701        0.0154837344        0.0154837344        0.0296375794        0.0296375794        0.0346581697        0.0346581697        0.0296375794        0.0296375794
        8.2370081512        0.0128911797        0.0128911797        0.0209396780        0.0209396780        0.0276852149        0.0276852149        0.0209396780        0.0209396780
        8.5084789323        0.0151372606        0.0151372606        0.0218230561        0.0218230561        0.0269153433        0.0269153433        0.0218230561        0.0218230561
        8.7799497134        0.0175405382        0.0175405382        0.0225824096        0.0225824096        0.0262363245        0.0262363245        0.0225824096        0.0225824096
        9.0514204946        0.0199146017        0.0199146017        0.0229988204        0.0229988204        0.0254235762        0.0254235762        0.0229988204        0.0229988204
        9.3228912757        0.0225102059        0.0225102059        0.0234659815        0.0234659815        0.0257883261        0.0257883261        0.0234659815        0.0234659815
        9.5943620568        0.0269105666        0.0269105666        0.0250783946        0.0250783946        0.0270936561        0.0270936561        0.0250783946        0.0250783946
        9.8658328379        0.0341844296        0.0341844296        0.0287884539        0.0287884539        0.0301905892        0.0301905892        0.0287884539        0.0287884539
       10.1373036190        0.0587138598        0.0587138598        0.0343254620        0.0343254620        0.0455280060        0.0455280060        0.0343254620        0.0343254620
       10.4087744002        0.0863846877        0.0863846877        0.0548150597        0.0548150597        0.0508712584        0.0508712584        0.0548150597        0.0548150597
       10.6802451813        0.1575965086        0.1575965086        0.0889823082        0.0889823082        0.0918716492        0.0918716492        0.0889823082        0.0889823082
       10.9517159624        0.1308067507        0.1308067507        0.0760816132        0.0760816132        0.0805151289        0.0805151289        0.0760816132        0.0760816132
       11.2231867435        0.1144162817        0.1144162817        0.0733489948        0.0733489948        0.0827195904        0.0827195904        0.0733489948        0.0733489948
       11.4946575247        0.0511449849        0.0511449849        0.0444982164        0.0444982164        0.0430770441        0.0430770441        0.0444982164        0.0444982164
       11.7661283058        0.0568593540        0.0568593540        0.0497315885        0.0497315885        0.0477674003        0.0477674003        0.0497315885        0.0497315885
       12.0375990869        0.0661528689        0.0661528689        0.0536487619        0.0536487619        0.0475134689        0.0475134689        0.0536487619        0.0536487619
       12.3090698680        0.0703753319        0.0703753319        0.0492294813        0.0492294813        0.0498417732        0.0498417732        0.0492294813        0.0492294813
       12.5805406492        0.0525087753        0.0525087753        0.0389396694        0.0389396694        0.0388576239        0.0388576239        0.0389396694        0.0389396694
       12.8520114303        0.0428090399        0.0428090399        0.0372392934        0.0372392934        0.0371219739        0.0371219739        0.0372392934        0.0372392934
       13.1234822114        0.0811477002        0.0811477002        0.0746510876        0.0746510876        0.0815217476        0.0815217476        0.0746510876        0.0746510876
       13.3949529925        0.0579866141        0.0579866141        0.0530309102        0.0530309102        0.0537957140        0.0537957140        0.0530309102        0.0530309102
       13.6664237736        0.0581335192        0.0581335192        0.0630910264        0.0630910264        0.0627338213        0.0627338213        0.0630910264        0.0630910264
       13.9378945548        0.0570854687        0.0570854687        0.0733202324        0.0733202324        0.0766712059        0.0766712059        0.0733202324        0.0733202324
       14.2093653359        0.0548359620        0.0548359620        0.0776025859        0.0776025859        0.0922443688        0.0922443688        0.0776025859        0.0776025859
