# Tetrahedron method
       -4.5003744917        0.0000000000
       -4.2273396769        0.0000000000
       -3.9543048621        0.0000000000
       -3.6812700473        0.0000000000
       -3.4082352325        0.0000000000
       -3.1352004177        0.0000000000
       -2.8621656029        0.0000000000
       -2.5891307881        0.0000000000
       -2.3160959733        0.0000000000
       -2.0430611585        0.0000000000
       -1.7700263437        0.0000000000
       -1.4969915290        0.0000000000
       -1.2239567142        0.0000000000
       -0.9509218994        0.0000000000
       -0.6778870846        0.0000000000
       -0.4048522698        0.0000000000
       -0.1318174550        0.0000000000
        0.1412173598        0.0510357003
        0.4142521746        0.1624114488
        0.6872869894        0.2694108022
        0.9603218042        0.3417715066
        1.2333566189        0.3682520377
        1.5063914337        0.3669091587
        1.7794262485        0.3573236780
        2.0524610633        0.3503342610
        2.3254958781        0.3483653950
        2.5985306929        0.3536555974
        2.8715655077        0.3823909051
        3.1446003225        0.3037988192
        3.4176351373        0.3175020435
        3.6906699521        0.2310867857
        3.9637047669        0.2982451781
        4.2367395816        0.3471358266
        4.5097743964        0.4298237893
        4.7828092112        0.3634157714
        5.0558440260        0.3885358253
        5.3288788408        0.4067730723
        5.6019136556        0.4270612744
        5.8749484704        0.4492084349
        6.1479832852        0.4834969809
        6.4210181000        0.4530945593
        6.6940529148        0.5658537510
        6.9670877295        0.6558858984
        7.2401225443        0.8178875984
        7.5131573591        1.5745723840
        7.7861921739        0.7008503013
        8.0592269887        0.1257629714
        8.3322618035        0.1270803836
        8.6052966183        0.1324119829
        8.8783314331        0.1384408587
        9.1513662479        0.1450111687
        9.4244010627        0.1518443432
        9.6974358775        0.1586256802
        9.9704706922        0.4296761753
       10.2435055070        0.4944926407
       10.5165403218        0.5472670779
       10.7895751366        0.6618281523
       11.0626099514        1.0064509609
       11.3356447662        0.4794193961
       11.6086795810        0.5311043147
       11.8817143958        0.4025772738
       12.1547492106        0.3258870406
       12.4277840254        0.2626408790
       12.7008188401        0.3186085755
       12.9738536549        0.3574027897
       13.2468884697        0.4083399043
       13.5199232845        0.4261816770
       13.7929580993        0.5184178561
       14.0659929141        0.5564737682
       14.3390277289        0.5966034204
       14.6120625437        0.8734901471
       14.8850973585        1.3022394183
       15.1581321733        1.6600914842
       15.4311669881        1.2037767153
       15.7042018028        0.6052780771
       15.9772366176        0.1198289703
       16.2502714324        0.1435119918
       16.5233062472        0.1890460412
       16.7963410620        0.2106656310
       17.0693758768        0.1937769016
       17.3424106916        0.2038487705
       17.6154455064        0.5741830392
       17.8884803212        0.7332667870
       18.1615151360        0.7214032022
       18.4345499507        0.6831220140
       18.7075847655        0.6984312887
       18.9806195803        0.5753821351
       19.2536543951        0.6050082295
       19.5266892099        0.6703195568
       19.7997240247        0.8059862019
       20.0727588395        0.8331859246
       20.3457936543        0.8256489746
       20.6188284691        0.6309292738
       20.8918632839        0.6220140851
       21.1648980987        0.5823960796
       21.4379329134        0.5509913239
       21.7109677282        0.5270850131
       21.9840025430        0.4751759843
       22.2570373578        0.5301329858
       22.5300721726        0.6381255888
       22.8031069874        0.9560645172
       23.0761418022        0.6312387915
       23.3491766170        0.6611532825
       23.6222114318        0.2973445576
       23.8952462466        0.4912503316
       24.1682810613        0.6848483126
       24.4413158761        0.7457120680
       24.7143506909        0.6744661581
       24.9873855057        0.7807619988
       25.2604203205        0.7348023860
       25.5334551353        0.6987200001
       25.8064899501        0.7706530690
       26.0795247649        0.7302091911
       26.3525595797        0.2964023225
       26.6255943945        0.2121754803
       26.8986292093        0.2195159773
       27.1716640240        0.2262147368
       27.4446988388        0.2348151879
       27.7177336536        0.2452778218
       27.9907684684        0.2593189674
       28.2638032832        0.2538053100
       28.5368380980        0.2245733193
       28.8098729128        0.2867357602
       29.0829077276        0.2981557590
       29.3559425424        0.3099724434
       29.6289773572        0.3228877462
       29.9020121719        0.3365758972
       30.1750469867        0.3508819452
       30.4480818015        0.3665944697
       30.7211166163        0.3858499160
       30.9941514311        0.4087972230
       31.2671862459        0.4490782189
       31.5402210607        0.4720981936
       31.8132558755        0.3550568369
       32.0862906903        0.3553361833
       32.3593255051        0.3653566151
       32.6323603199        0.3744817498
       32.9053951346        0.3859959591
       33.1784299494        0.4073279178
       33.4514647642        0.4238337396
       33.7244995790        0.3117777533
       33.9975343938        0.3137684867
       34.2705692086        0.3368770961
       34.5436040234        0.3939134699
       34.8166388382        0.5347703396
       35.0896736530        0.5664693258
       35.3627084678        0.4069854721
       35.6357432825        0.3484780674
       35.9087780973        0.0695848038
       36.1818129121        0.0978342388
       36.4548477269        0.1373692362
       36.7278825417        0.3444403833
       37.0009173565        0.4372527420
       37.2739521713        0.5970826913
       37.5469869861        0.9828957623
       37.8200218009        0.8448363568
       38.0930566157        0.7942286826
       38.3660914305        0.7881620805
       38.6391262452        0.8143606956
       38.9121610600        0.8783225690
       39.1851958748        0.8269706777
       39.4582306896        1.0414091841
       39.7312655044        0.7403486536
       40.0043003192        0.9350656184
       40.2773351340        1.2884251191
       40.5503699488        2.5054819891
       40.8234047636        1.5255371344
       41.0964395784        1.0585492516
       41.3694743931        1.0670757145
       41.6425092079        0.0000000000
       41.9155440227        0.0000000000
       42.1885788375        0.0000000000
       42.4616136523        0.0000000000
       42.7346484671        0.0000000000
       43.0076832819        0.0000000000
       43.2807180967        0.0000000000
       43.5537529115        1.3858323912
       43.8267877263        0.7097240338
       44.0998225411        0.8816130095
       44.3728573558        1.5913985927
       44.6458921706        0.9656771204
       44.9189269854        0.7791085165
       45.1919618002        0.6711008525
       45.4649966150        0.6092804669
       45.7380314298        0.0000000000
       46.0110662446        0.0000000000
       46.2841010594        0.0000000000
       46.5571358742        0.0000000000
       46.8301706890        0.0000000000
       47.1032055037        0.0000000000
       47.3762403185        0.0000000000
       47.6492751333        0.0000000000
       47.9223099481        0.0000000000
       48.1953447629        0.0000000000
       48.4683795777        0.0000000000
       48.7414143925        0.0000000000
       49.0144492073        0.0000000000
       49.2874840221        0.0000000000
       49.5605188369        0.0000000000
       49.8335536517        0.0000000000
       50.1065884664        0.0000000000
