5.05 -66.04612528
5.07 -66.12555764
5.09 -66.18895034
5.11 -66.23667401
5.13 -66.26917393
5.15 -66.28686374
5.17 -66.29018171
5.19 -66.27950747
5.21 -66.25527289
5.23 -66.21741778
5.25 -66.16715974
